symbol,date,price,return_30d,volatility,rsi,volume_ratio,next_return
BTCUSDT,2024-08-25,64220.0,-0.021520683062754564,0.5695321072779983,67.06279645447421,0.37697447440208903,-0.021582061663033336
BTCUSDT,2024-08-26,62834.0,-0.12503833745431883,0.5725521445326358,60.323375131730074,0.6040084730472776,-0.05441321577489899
BTCUSDT,2024-08-27,59415.0,-0.19641454456399976,0.5918143915800834,46.926570696346815,1.0633192605783974,-0.006397374400403888
BTCUSDT,2024-08-28,59034.9,-0.395140885630203,0.5895457675246267,51.0017138365945,1.1153015422460923,0.0054901422717748005
BTCUSDT,2024-08-29,59359.01,-0.3449053899850159,0.589861721805208,55.43411005182575,0.8142104146999465,-0.003959297838693754
BTCUSDT,2024-08-30,59123.99,-0.2968231399126128,0.5866396685406715,50.79785957748218,0.8543041269428783,-0.0025370412247210927
BTCUSDT,2024-08-31,58973.99,-0.23145670920752334,0.5852320363681404,48.29170321806178,0.27078993091999315,-0.028353686091105557
BTCUSDT,2024-09-01,57301.86,-0.27735961508275175,0.5660759162952498,46.43127342047171,0.6493128673090003,0.03194084799341579
BTCUSDT,2024-09-02,59132.13,-0.17521529240613787,0.5732531018431913,49.07652621698574,0.7218650569930664,-0.0278089086254798
BTCUSDT,2024-09-03,57487.73,-0.02536575934407888,0.5658298673802552,45.715118424089475,0.7264678585289839,0.008404750022309004
BTCUSDT,2024-09-04,57970.9,0.02126099838654305,0.5239952156528459,40.13803096872475,1.3070609795077557,-0.030893086013844884
BTCUSDT,2024-09-05,56180.0,0.28667474448487457,0.5224583433316624,37.773831738664725,1.0584732899105362,-0.03946297614809535
BTCUSDT,2024-09-06,53962.97,0.06008652804103786,0.5332896696594686,17.946737139108194,2.0461351133355583,0.0036671443399056702
BTCUSDT,2024-09-07,54160.86,-0.01862927457525291,0.396973858749588,18.352612959784068,0.6532628082217452,0.013092295801802267
BTCUSDT,2024-09-08,54869.95,-0.4025198351775205,0.398878977459956,21.561568722394313,0.6492796534740926,0.03958541970605056
BTCUSDT,2024-09-09,57042.0,-0.3130553701827399,0.41756318811302395,33.187384035910256,1.25466732193393,0.010413204305599333
BTCUSDT,2024-09-10,57635.99,-0.18578963988151953,0.4058736979245041,43.82294628875393,0.910152826548511,-0.005170207018218909
BTCUSDT,2024-09-11,57338.0,-0.03011197364921022,0.4047158103474002,44.07425876726143,1.278793069941747,0.013853291011196811
BTCUSDT,2024-09-12,58132.32,-0.08334338704088692,0.40193196967924316,45.8524842357953,1.1982323607033647,0.04069474605520651
BTCUSDT,2024-09-13,60498.0,-0.10684169716949594,0.4088923923463111,54.0605748242647,1.1479946912846732,-0.008346887500413236
BTCUSDT,2024-09-14,59993.03,0.1335469376845233,0.4052305480218719,52.949655780866834,0.4830301147489976,-0.014352167243428138
BTCUSDT,2024-09-15,59132.0,0.1706105966135163,0.402541063364186,55.5584172296538,0.5577480300994546,-0.01552475816816612
BTCUSDT,2024-09-16,58213.99,0.04551853675897426,0.4039652066393338,47.04788007089153,1.0468705082867498,0.03607380287796791
BTCUSDT,2024-09-17,60313.99,-0.04118574246316416,0.41383048682108153,58.82868552778561,1.2765750359835466,0.023974537250810224
BTCUSDT,2024-09-18,61759.99,0.1387119950349447,0.41650221759029615,61.164774485162596,1.3677575214699884,0.019235754409934414
BTCUSDT,2024-09-19,62947.99,0.1609400942066012,0.41869593169901453,70.67691959880362,1.296582272471698,0.004020144249244684
BTCUSDT,2024-09-20,63201.05,0.24887661057757748,0.4063133466006534,82.07203403952762,0.9648057889768028,0.0023403092195461994
BTCUSDT,2024-09-21,63348.96,0.1412754499844097,0.4040880737234412,82.0096013823761,0.32254454023784607,0.003627526008319615
BTCUSDT,2024-09-22,63578.76,0.1916010417993049,0.36386967379088453,81.38805332156932,0.5658263783995954,-0.0037554994781276996
BTCUSDT,2024-09-23,63339.99,0.0015479195500818963,0.36398577606582266,76.3745306557293,0.946291501177609,0.014567574134444872
BTCUSDT,2024-09-24,64262.7,-0.017204805239469843,0.3664812370246816,77.00756016546775,0.8983910976250228,-0.017283587524333677
BTCUSDT,2024-09-25,63152.01,0.028081074896326347,0.3644591164714281,72.22319479854292,0.6917157876869033,0.03201766657941674
BTCUSDT,2024-09-26,65173.99,0.04240932202532521,0.33646593224128973,74.60640830940251,1.111517179003585,0.009144138635673427
BTCUSDT,2024-09-27,65769.95,0.33051226320637767,0.335585452649299,71.02239512428929,0.880801688885876,0.0013387572896133015
BTCUSDT,2024-09-28,65858.0,0.3823173066599687,0.3356219491720055,74.19148867717047,0.37351279794067227,-0.0038869993015275828
BTCUSDT,2024-09-29,65602.01,0.3684793567194304,0.33560770533831236,78.0891261820641,0.3508636421263388,-0.03466997428889751
BTCUSDT,2024-09-30,63327.59,0.36872035184331764,0.3532444812147259,69.86120152190495,1.2264155886582373,-0.03982166382772501
BTCUSDT,2024-10-01,60805.78,0.26161057496272955,0.3633990047245728,51.84950903148893,1.7305153347751367,-0.002573768480562233
BTCUSDT,2024-10-02,60649.28,0.2233839825073314,0.3524853918841427,45.374219638253656,1.2354871528744205,0.001705378860227258
BTCUSDT,2024-10-03,60752.71,0.10833526092740464,0.3416770353626404,39.949345669109654,1.0227881069926084,0.021946181495442696
BTCUSDT,2024-10-04,62086.0,0.20671621921309483,0.3460852498760657,45.35446547085275,0.8463133739579086,-0.00045098734014104025
BTCUSDT,2024-10-05,62058.0,0.2518543241235405,0.33148546510149784,44.56730688302726,0.31873662947833364,0.012277385671468632
BTCUSDT,2024-10-06,62819.91,0.35332798636921997,0.3061163486736976,46.9434511270382,0.38764260581767906,-0.009486005312646983
BTCUSDT,2024-10-07,62224.0,0.5257958591010999,0.30906975314116886,45.63064526864334,1.115095448269407,-0.001020667266649511
BTCUSDT,2024-10-08,62160.49,0.4819520269259244,0.30849326615374295,41.17567550550102,0.8419633437923663,-0.02452474232426416
BTCUSDT,2024-10-09,60636.02,0.4349088166977518,0.30072090217993197,39.79333448544164,0.8705086790521658,-0.005106370767738344
BTCUSDT,2024-10-10,60326.39,0.22120827659670275,0.3004068226245034,27.16171293748731,1.0421171983915776,0.036693891346722296
BTCUSDT,2024-10-11,62540.0,0.16947635968557714,0.31618251238599776,36.795543610947384,1.0420926798502816,0.010652702270546932
BTCUSDT,2024-10-12,63206.22,0.30902335423538113,0.31537080431533365,39.64852014646296,0.49564569590248536,-0.005319096759781039
BTCUSDT,2024-10-13,62870.02,0.29835472509988153,0.29510441911342616,39.40178029018747,0.5560608622059228,0.051120868102157546
BTCUSDT,2024-10-14,66083.99,0.14497524904992307,0.3266000366305316,59.96640262183932,1.691649043200334,0.014983205463229288
BTCUSDT,2024-10-15,67074.14,0.34320110105849233,0.3237737490150058,75.48776917572047,1.877610374880945,0.008138307848598592
BTCUSDT,2024-10-16,67620.01,0.4409856767473504,0.31833139411081873,77.47373714840644,1.2804482146373382,-0.0029315286998625734
BTCUSDT,2024-10-17,67421.78,0.5198625634698995,0.30526206265163236,76.08984294619265,1.0954417902987512,0.014924257413553965
BTCUSDT,2024-10-18,68428.0,0.38984479154379786,0.30118969120944183,75.46190350010838,1.2557054045076579,-0.000730695037119311
BTCUSDT,2024-10-19,68378.0,0.35967719208627696,0.29771998727127513,75.32883399193643,0.3723582042038586,0.00956433355757702
BTCUSDT,2024-10-20,69031.99,0.2931223605960979,0.2983292013504401,75.11355936862768,0.5768237400360643,-0.023967004283086846
BTCUSDT,2024-10-21,67377.5,0.31160299162387234,0.30849376335474227,69.19143846227178,1.404575104090148,0.0007198248673518926
BTCUSDT,2024-10-22,67426.0,0.22391194661509553,0.3084951542759885,69.63050504975189,1.0844893708363184,-0.011232313944175898
BTCUSDT,2024-10-23,66668.65,0.21421960947853647,0.3104918694500052,73.8548910468878,1.1231495445609088,0.022943767422919148
BTCUSDT,2024-10-24,68198.28,0.18929689459170915,0.31438769639229747,78.38879780849263,0.9946608834193249,-0.02199395644582236
BTCUSDT,2024-10-25,66698.33,0.2172175388866234,0.317204517120808,65.81021491517225,1.4819371211566168,0.005913641316056761
BTCUSDT,2024-10-26,67092.76,0.2015163091483278,0.30451830875848857,65.08869491217469,0.5213548807565135,0.013845607186230069
BTCUSDT,2024-10-27,68021.7,0.11450289160379454,0.30589322622256976,69.12034988850718,0.3885738452527599,0.028527808037729363
BTCUSDT,2024-10-28,69962.21,0.13017445343898335,0.31590791223096343,65.89661148393294,1.2665865017309854,0.03965297837218107
BTCUSDT,2024-10-29,72736.42,0.2208046225993702,0.3333314400978823,70.24799890146984,2.060689837010892,-0.00538492271134583
BTCUSDT,2024-10-30,72344.74,0.3659378815117324,0.31433410736043416,67.0837633143455,1.1099841640791714,-0.028374281253896405
BTCUSDT,2024-10-31,70292.01,0.46355472010357135,0.3017648630027682,59.150984241801254,1.2361566844655307,-0.011324188908526045
BTCUSDT,2024-11-01,69496.01,0.5017126620163334,0.30472875541627215,53.45133692811914,1.5978939818380247,-0.0017449922664622974
BTCUSDT,2024-11-02,69374.74,0.4725445939231206,0.30518963846249164,53.20625488944705,0.4487448500490294,-0.008630662976178316
BTCUSDT,2024-11-03,68775.99,0.4610433568341554,0.30295535348501035,49.173577196928804,1.060476269998756,-0.01346371022794457
BTCUSDT,2024-11-04,67850.01,0.35912054192875204,0.3067873478891839,51.60065122260063,1.226184096777288,0.022431831623900944
BTCUSDT,2024-11-05,69372.01,0.31574479896940694,0.31079589089524756,55.99383494430934,1.3279191013438663,0.0893729329739763
BTCUSDT,2024-11-06,75571.99,0.34959295214418135,0.39545388438089635,70.53726553626444,3.7558892939125395,0.0037831476979763856
BTCUSDT,2024-11-07,75857.89,0.6791227464329256,0.3948739379181507,68.74384859680711,1.5709170745338608,0.008593568843003663
BTCUSDT,2024-11-08,76509.78,0.6951354629816786,0.38343439040728466,75.04931253500895,1.25446461996776,0.0021916152418686163
BTCUSDT,2024-11-09,76677.46,0.8055298335392379,0.3818376279563582,74.7570453239878,0.5866634490477961,0.04815691599591321
BTCUSDT,2024-11-10,80370.01,0.8298564535712613,0.3905901224110968,77.9106673122033,2.0506366501326716,0.10299836966550102
BTCUSDT,2024-11-11,88647.99,0.868066535735231,0.4768211833463497,82.82975972113877,2.5305385924327095,-0.00785105223479976
BTCUSDT,2024-11-12,87952.01,1.1758854270517447,0.47766492817054423,78.83884873487366,2.7502603209267704,0.027551274837266382
BTCUSDT,2024-11-13,90375.2,1.1674455754683488,0.46548043036625375,81.73049442697908,2.344025603182886,-0.03374388106471693
BTCUSDT,2024-11-14,87325.59,1.0888802645853783,0.4828551307738313,78.96004455815203,1.5148170652813988,0.04244437398018164
BTCUSDT,2024-11-15,91032.07,0.9264566428255575,0.49230437337594135,83.31770796590513,1.2596243411810257,-0.004890034907478302
BTCUSDT,2024-11-16,90586.92,1.040810196597501,0.4927979949474159,82.49104252289604,0.5984311786522121,-0.008068824947354392
BTCUSDT,2024-11-17,89855.99,1.0342818425721152,0.4954392296725338,82.1583631576217,0.6314092687598227,0.006767384122082332
BTCUSDT,2024-11-18,90464.08,0.9576382347024207,0.49455955976911997,84.83652885427394,1.1910549208830852,0.020413737695668788
BTCUSDT,2024-11-19,92310.79,0.9826318318997597,0.4955083450046834,84.98672447053453,1.0882522695143275,0.02140345673566446
BTCUSDT,2024-11-20,94286.56,1.0187965123600655,0.485683330832836,82.7660007332469,1.042559443227157,0.04274798019993509
BTCUSDT,2024-11-21,98317.12,1.1700313824225699,0.4926513962948447,84.76384386753125,1.6495501929992087,0.0058472013826280644
BTCUSDT,2024-11-22,98892.0,1.3101252335311806,0.48778358282837875,84.72743375134517,1.0828159240477622,-0.012332645714516866
BTCUSDT,2024-11-23,97672.4,1.3670569512871937,0.4926467159231346,81.54526724980373,0.5794164818602877,0.002330648166728677
BTCUSDT,2024-11-24,97900.04,1.2494689074957404,0.48279504452290534,79.40040056929003,0.732079916625366,-0.04994921350389636
BTCUSDT,2024-11-25,93010.01,1.3305509228709105,0.5162180160689418,58.25370431060122,1.1577344928692017,-0.011233737099909935
BTCUSDT,2024-11-26,91965.16,1.1443414068044,0.5203050966521499,57.49463368428995,1.2699466430223814,0.04238507278190995
BTCUSDT,2024-11-27,95863.11,1.0607435925172666,0.5259716259713532,59.71371677891551,0.8953496574358234,-0.002285863665387078
BTCUSDT,2024-11-28,95643.98,1.1069344749978687,0.5201797088432517,66.36333557192468,0.6367424713472176,0.018987290156683212
BTCUSDT,2024-11-29,97460.0,0.9671383348726414,0.5188440382465453,63.66057148054749,0.611785095336804,-0.010794274574184248
BTCUSDT,2024-11-30,96407.99,1.048379044432738,0.5098264092772425,62.05980980493634,0.3238524793955643,0.008061468764155144
BTCUSDT,2024-12-01,97185.18,1.1069790666984456,0.5055046760669918,65.15521022579001,0.38432890706605416,-0.01383503122595442
BTCUSDT,2024-12-02,95840.62,1.1715979256073827,0.5095009030696296,60.788942444686136,0.8437553869010603,9.463628261174861e-05
BTCUSDT,2024-12-03,95849.69,1.131297795742409,0.507155224701939,57.666840271308544,0.7900387024497205,0.028561699051921963
BTCUSDT,2024-12-04,98587.32,1.1603821266050425,0.5037194826911893,59.01962659472376,0.9570767616105208,-0.016652141472148774
BTCUSDT,2024-12-05,96945.63,1.3004668242045976,0.5100601644629664,46.80338892190798,2.2725478272471444,0.028832759145512643
BTCUSDT,2024-12-06,99740.84,1.170186913884432,0.4574133601326153,51.79287597718541,0.9708923608299809,0.0009138683812970338
BTCUSDT,2024-12-07,99831.99,0.9683863344562197,0.4578104224402269,54.78969470101532,0.3288814375134232,0.012797501081567075
BTCUSDT,2024-12-08,101109.59,0.9588220700672886,0.45789318163026915,56.8015973491667,0.32711798749414006,-0.0379105483466009
BTCUSDT,2024-12-09,97276.47,0.9728351775291666,0.47794102192571414,59.46538120563445,1.1752208409782683,-0.007026056763778543
BTCUSDT,2024-12-10,96593.0,0.8391612989009348,0.46461852351732696,60.4344375400211,1.1347554969110982,0.04691851376393741
BTCUSDT,2024-12-11,101125.0,0.6552180563686291,0.3850826928810327,61.53424945801923,0.85643528512564,-0.011082422744128628
BTCUSDT,2024-12-12,100004.29,0.46828520336341695,0.3861091588108422,59.19453191983781,0.6991057205583846,0.014198990863292016
BTCUSDT,2024-12-13,101424.25,0.4575139683323208,0.3811117572720039,58.50136626611544,0.5524131949015674,-4.19031937628489e-05
BTCUSDT,2024-12-14,101420.0,0.4130063550857395,0.36414786709894503,61.25403669275686,0.3711838492739622,0.030013705383553635
BTCUSDT,2024-12-15,104463.99,0.5253462813222531,0.35477747613658517,64.83388025226611,0.5947221191807753,0.01526526030644626
BTCUSDT,2024-12-16,106058.66,0.4839107193334931,0.3547836883703132,70.61375406907214,1.0870062369803943,0.0007079101319968917
BTCUSDT,2024-12-17,106133.74,0.5510950367132417,0.35277068265512324,70.69181220682215,0.7614658293041128,-0.0558703575319216
BTCUSDT,2024-12-18,100204.01,0.5803508203110793,0.3954177115394909,52.88255773442075,1.3136910695449782,-0.027365671293993032
BTCUSDT,2024-12-19,97461.86,0.37155834813106614,0.4020765989111526,50.88568164872015,1.4258055987071794,0.0035252764517319513
BTCUSDT,2024-12-20,97805.44,0.2122936514988601,0.3979444920795388,46.374495812518326,1.5973646350057638,-0.005249707991702657
BTCUSDT,2024-12-21,97291.99,0.15269971721908507,0.37858470969691355,45.31603141725825,0.6205583549221619,-0.02164330280426996
BTCUSDT,2024-12-22,95186.27,-0.007292576753040737,0.38320498511574286,39.40064161752897,0.5238114779013271,-0.003202142493870186
BTCUSDT,2024-12-23,94881.47,-0.09892759070936749,0.3817674015285799,45.09493904207335,0.8816184813820378,0.03986141867321402
BTCUSDT,2024-12-24,98663.58,-0.06849257997387855,0.3994310669251868,53.763021495918174,0.6404389569365576,0.0077639591022340415
BTCUSDT,2024-12-25,99429.6,0.056609988381072604,0.369941021875324,46.43016867526707,0.4048357416918438,-0.03658870195595676
BTCUSDT,2024-12-26,95791.6,0.24898723040150728,0.385102371498579,41.97995622062705,0.6137206295369967,-0.01558142885179914
BTCUSDT,2024-12-27,94299.03,0.1644706808813512,0.368084547918168,36.47253278007544,0.7784744297380545,0.01061484937862045
BTCUSDT,2024-12-28,95300.0,-0.028750991231012435,0.3693726993939521,38.80467598683489,0.25136357564601597,-0.01638824763903468
BTCUSDT,2024-12-29,93738.2,0.014251385582345991,0.3679162639557426,29.254312754224756,0.4127606263739434,-0.010093537106537043
BTCUSDT,2024-12-30,92792.05,-0.10366707373671365,0.3677603439776385,23.679585812786485,0.828716900715935,0.008448460832582105
BTCUSDT,2024-12-31,93576.0,-0.10133128217788964,0.3678450250622861,25.76755046119409,0.5868870725573856,0.010855240659998211
BTCUSDT,2025-01-01,94591.79,-0.10004130861646643,0.36731913801249294,36.63570042663115,0.31920345377012443,0.025298178626284695
BTCUSDT,2025-01-02,96984.79,-0.01774040232995766,0.37467098111164504,48.84474990446974,0.6858139108387772,0.012263675572221189
BTCUSDT,2025-01-03,98174.18,0.0662714054822855,0.36702487079585416,50.857785436862464,0.4907542510411603,0.0004718144831972193
BTCUSDT,2025-01-04,98220.5,0.011944660549949582,0.3635644638529051,52.207942419574444,0.3243396617989635,0.0014570278098766654
BTCUSDT,2025-01-05,98363.61,0.06902451373443623,0.3536734873166442,58.333359560805235,0.30565452829523937,
ETHUSDT,2024-08-09,2598.78,-0.4004870905883383,0.713701150092463,28.55882894144071,1.018452757202271,0.004286626801806914
ETHUSDT,2024-08-10,2609.92,-0.49116982907229917,0.7140918057270947,29.53667830040662,0.43247199522148083,-0.020897192251103425
ETHUSDT,2024-08-11,2555.38,-0.4752902140561558,0.7139471944636203,27.592260523906845,0.7443444624623037,0.06532100900844506
ETHUSDT,2024-08-12,2722.3,-0.5818451127310823,0.7414186420181236,32.63608576961664,1.1753931835686517,-0.007295301766888307
ETHUSDT,2024-08-13,2702.44,-0.40883465528814017,0.7373835037370157,32.99386119579894,0.7816923762996518,-0.015167774307662807
ETHUSDT,2024-08-14,2661.45,-0.5057294942177493,0.6991481746768287,33.10082885185382,0.8116401857991116,-0.034402299498393685
ETHUSDT,2024-08-15,2569.89,-0.8010798307788513,0.7032874844921175,31.925638084804064,0.8554707080873167,0.008887539933615907
ETHUSDT,2024-08-16,2592.73,-0.8781853956162747,0.7047063199746701,37.29219498450267,0.6508706576071733,0.008400411921025475
ETHUSDT,2024-08-17,2614.51,-0.79331650960678,0.703984837623478,40.3454056111716,0.2175027312848302,-0.0009026547995609757
ETHUSDT,2024-08-18,2612.15,-0.8041394822062305,0.69841525145364,47.012863713122854,0.4281084083425105,0.009268227322320799
ETHUSDT,2024-08-19,2636.36,-0.8820838828781463,0.6994237752395496,60.422737020261756,0.5495412407885196,-0.024101412553672485
ETHUSDT,2024-08-20,2572.82,-0.8644811484259692,0.6995326018534428,55.250591038815486,0.684015044667582,0.022500602451784424
ETHUSDT,2024-08-21,2630.71,-0.9622747695181684,0.7034905990598141,64.38040057939162,0.5946067836294645,-0.002976382801601063
ETHUSDT,2024-08-22,2622.88,-0.7964713103323329,0.7010104225028936,45.54529424071252,0.4946050286928904,0.05322393704630013
ETHUSDT,2024-08-23,2762.48,-0.8479768790848885,0.715562857054464,61.288720933439976,0.9879692445426547,0.0019982045118878133
ETHUSDT,2024-08-24,2768.0,-0.5301477912496674,0.7041858059184777,60.98632269542976,0.6605288643253264,-0.00790101156069356
ETHUSDT,2024-08-25,2746.13,-0.3632761462890725,0.6964473261052075,63.88747324431759,0.39074908095065697,-0.023902728567110954
ETHUSDT,2024-08-26,2680.49,-0.4936706107382805,0.6985825404208249,46.429486413089855,0.5362577800285738,-0.08325343500628613
ETHUSDT,2024-08-27,2457.33,-0.5472872897658565,0.7328075011318398,34.4629115480673,1.0186830951236063,0.028893148254406142
ETHUSDT,2024-08-28,2528.33,-0.8464976573032224,0.7378899935760156,41.871030776746466,1.1019435106383455,-0.0002847729528976384
ETHUSDT,2024-08-29,2527.61,-0.7986047736771118,0.7381376377501392,47.09599428540031,0.5768698528722409,-0.0006369653546235421
ETHUSDT,2024-08-30,2526.0,-0.7609223708539478,0.7381343912724865,45.278960847848545,0.8166861862138646,-0.005142517814726744
ETHUSDT,2024-08-31,2513.01,-0.7158086017454682,0.7381336191157133,42.728601312433725,0.24075993817793181,-0.03473523782237253
ETHUSDT,2024-09-01,2425.72,-0.7026973535374259,0.721272070703558,38.09317000268241,0.5558718846707986,0.04629141038537021
ETHUSDT,2024-09-02,2538.01,-0.596019928343557,0.7333560608810612,44.35386646765028,0.6587735735837169,-0.04441274857073074
ETHUSDT,2024-09-03,2425.29,-0.34586102980026107,0.7134112629931493,41.983198026365834,0.577735275452242,0.010481220802460722
ETHUSDT,2024-09-04,2450.71,-0.24740832131472418,0.6511081573637968,39.860982808733084,1.2278829011125483,-0.03341888677158866
ETHUSDT,2024-09-05,2368.81,0.12140538361780455,0.6567998881529726,36.79099123454608,0.9261661150509337,-0.06061271271229007
ETHUSDT,2024-09-06,2225.23,-0.04749376078774644,0.6655908772589044,22.183678329933443,2.1349876757884503,0.021728091028792473
ETHUSDT,2024-09-07,2273.58,-0.08901316720641872,0.5080470197990126,25.48832966466378,0.7594839853819191,0.010432885581330043
ETHUSDT,2024-09-08,2297.3,-0.49991099365019626,0.5036954897515887,27.789269489998944,0.6840424259158016,0.02707526226439727
ETHUSDT,2024-09-09,2359.5,-0.36110240020885737,0.5110766293572391,34.061274144694394,1.1215231415270501,0.012299215935579477
ETHUSDT,2024-09-10,2388.52,-0.28514028200022284,0.5099460405202887,45.76715345529706,0.7889189719112553,-0.0200835663925778
ETHUSDT,2024-09-11,2340.55,-0.17448558804461317,0.4709246710411106,38.11187925751478,1.0185966703418206,0.009061972613274571
ETHUSDT,2024-09-12,2361.76,-0.45916750604802264,0.47249229768732726,39.7657570933146,0.7404525709034548,0.03278487229862459
ETHUSDT,2024-09-13,2439.19,-0.4046432581141465,0.48300730531615393,45.10151339028768,0.9375474856643827,-0.008773404285849051
ETHUSDT,2024-09-14,2417.79,-0.2448011027598551,0.4738994355183431,44.6774734488541,0.46739491865627847,-0.04205907047344892
ETHUSDT,2024-09-15,2316.1,-0.15937145205137299,0.48693230981297936,43.969633623060844,0.671140147224308,-0.008816545054185942
ETHUSDT,2024-09-16,2295.68,-0.3291934867415891,0.48589552603179215,35.170067194595035,1.2341372212619937,0.02008990800111521
ETHUSDT,2024-09-17,2341.8,-0.38658334332562716,0.49079253647568566,44.437189344775675,1.0111561817225747,0.014070373217183185
ETHUSDT,2024-09-18,2374.75,-0.3166081339900399,0.49204549106268947,44.989181487149715,1.0711954253188383,0.038092430782187714
ETHUSDT,2024-09-19,2465.21,-0.30060098100716526,0.5017956361144796,56.28815947398634,1.1883246683980113,0.03901898824035288
ETHUSDT,2024-09-20,2561.4,-0.09328816988763126,0.5107035354805367,73.3733817251401,1.2250931255081634,0.0199109861794331
ETHUSDT,2024-09-21,2612.4,-0.0382268839257364,0.5139906954084613,73.47114079082269,0.5593610496032365,-0.01201959883631909
ETHUSDT,2024-09-22,2581.0,0.03806434601104414,0.4899229693955645,69.44589148136977,0.7923512613162008,0.025559860519178468
ETHUSDT,2024-09-23,2646.97,-0.17941410693101992,0.496226459950162,69.60298951215852,1.2219636239235552,0.002353634533069915
ETHUSDT,2024-09-24,2653.2,-0.10087525357338441,0.495878710481489,68.62789257361635,1.041080296636166,-0.027608171264887682
ETHUSDT,2024-09-25,2579.95,-0.06669309992750616,0.4975011254907976,66.26977654542486,0.7940305790609187,0.020275586736177242
ETHUSDT,2024-09-26,2632.26,-0.07904457558676192,0.4349346326019381,67.63777679246758,1.0207015901923633,0.023618487535425725
ETHUSDT,2024-09-27,2694.43,0.2660521635547827,0.43243160828129584,66.98068018521474,1.0540074792805143,-0.007133234116306508
ETHUSDT,2024-09-28,2675.21,0.24846996115818124,0.4332674631663726,67.17553177293229,0.5196919070475639,-0.00657518475185126
ETHUSDT,2024-09-29,2657.62,0.22564175728015168,0.43395334147439973,75.66738816738815,0.6219832281149701,-0.020841956336872802
ETHUSDT,2024-09-30,2602.23,0.20584769262272595,0.4385779621431391,71.88861121028205,1.0688348458546106,-0.059349096736260876
ETHUSDT,2024-10-01,2447.79,0.1535162308822391,0.46147064892735,56.5541635232571,1.8377756207848903,-0.03419002447105346
ETHUSDT,2024-10-02,2364.1,0.07147003450261127,0.4512377106992299,49.38031676577719,1.1526640520909959,-0.006048813501966843
ETHUSDT,2024-10-03,2349.8,-0.19680141501880097,0.43321931143294107,42.63167975483624,1.1300344783469956,0.027495957102732005
ETHUSDT,2024-10-04,2414.41,-0.06892163145625463,0.43978850544433057,40.22113708636585,0.8749256741845222,0.00010354496543674152
ETHUSDT,2024-10-05,2414.66,-0.012205843788683685,0.42831627862387595,35.89224051825002,0.3874129671641698,0.01050665518126781
ETHUSDT,2024-10-06,2440.03,0.09953559533473431,0.38703206644435195,39.855208048475085,0.42323477545229143,-0.007098273381884734
ETHUSDT,2024-10-07,2422.71,0.3366001549799273,0.38415465117789394,32.64617575138517,1.189618713356435,0.007503993461867031
ETHUSDT,2024-10-08,2440.89,0.24051227361100322,0.38371633333610106,33.86922761324439,0.7963422075781852,-0.028850132533625117
ETHUSDT,2024-10-09,2370.47,0.23074929987945986,0.386571569431678,34.01550529560784,0.9675545322930914,0.006758153446362991
ETHUSDT,2024-10-10,2386.49,0.044331317219385255,0.38542673108668335,30.14685687513122,1.0260500669462065,0.022212538078936195
ETHUSDT,2024-10-11,2439.5,0.025861108921996962,0.38552297400495217,29.097587773240846,0.9427670173747885,0.015126050420168013
ETHUSDT,2024-10-12,2476.4,0.16684812382704362,0.3869315873706739,34.15831327989291,0.5638840630503629,-0.0030245517686965373
